name,location,rooms,area,floor,type,price
Super Oferta - Garsoniera 35MP - Mutare Imediata,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)",o,35, 1/4,Dec.,44.000
Dezvoltator Crystal North - Apartamente 2 Camere -Zona Pipera,"Bucuresti, Sector 1, zona Pipera",2,66.65, 1/7,Dec.,146.174
Floreasca - UP-site: 3 camere premium,"Bucuresti, Sector 1, zona Floreasca",3,63.77, 3/25,Dec.,272.685
Apartament 3 camere 1 min Parc Herastrau 2 locuri de parcare incluse,"Bucuresti, zona Herăstrău (Herastrau)",3,110, 5/5,Dec.,490.000
Apartament 3 camereƒ Pipera ƒ 0% COMISION,"Bucuresti, Sector 1, zona Pipera",3,84, 5/8,Dec.,154.400
"Dezvoltator LUXURIA Domenii Residence, apartament 4 camere","Bucuresti, Sector 1, zona Domenii (1 Mai)",4,100, 4/12,Dec.,270.943
PARCARE INCLUSA /  Apartamente finalizate / Mutare imediata/ Comision0%/,"Bucuresti, Sector 4, zona Mihai Bravu",2,53, 2/7,Dec.,79.900
Dezvoltator NorthLight Residence-3 camere-2bai - LAC /PISCINA-Comision0%!,"Bucuresti, Sector 1, zona Pipera",3,110, 2/3,Dec.,117.100
Dezvoltator Apartament 2 camere || Spatiu Depozitare || Bucatarie patrata || Terasa,"Bucuresti, Sector 6, zona Drumul Taberei",2,69,Parter/8,Dec.,79.100
Apartamente 2 camere zona Sun Plaza.,"Bucuresti, Sector 4, zona Vacaresti (Tineretului)",2,37,Mansarda/5,Semidec.,49.999
Dezvoltator Mutare imediata - Acte gata [Metrou Nicolae Teclu] [CT proprie] [Terasa],"Bucuresti, Sector 3, zona Titan",2,57, 3/8,Semidec.,66.000
"OFERTA - apartamente finalizate, la 700m de metrou! Caisului Residence 3","Bucuresti, Sector 3, zona Theodor Pallady (Titan)",3,87.85, 1/8,Dec.,114.060
DEZVOLTATOR - APT 2 CAM FINALIZAT - ACTE GATA - AVANS 5%,"Bucuresti, zona Titan",2,94, 1/5, 1/5,101.500
VANZARE APARTAMENT 3 CAMERE | ONE COTROCENI PARK | DIRECT DEZVOLTATOR,"Bucuresti, Sector 5, zona Drumul Taberei",3,73, 11/11,Dec.,203.500
"Dezvoltator Preț de lansare proiect, în ansamblu de top, din Pipera | Rate la dezvoltator","Bucuresti, Sector 2, zona Pipera",o,37.15, 6/8,Dec.,67.158
Apartament de vanzare in zona Primaverii,"Bucuresti, zona Primăverii (Dorobanti)",3,109,Demisol/1,Dec.,250.000
"RATE LA DEZVOLTATOR,Regnum Residence,Garsoniera,41 mp,finalizata,Fundeni.","Bucuresti, Sector 2, zona Fundeni (Colentina)",o,41, 1/6,Dec.,50.800
Proiect Nou Diamond Apartments / 2 camere 57000-73190 Euro / Str Safirului,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea)",2,48, 1/6,Dec.,57.000
Floreasca - UP-site: 3 camere premium,"Bucuresti, Sector 1, zona Floreasca",3,68.45, 3/25,Dec.,299.992
***** WIN HERASTRAU | Vedere Libera | Concept exclusivist | TVA 5% | Ultra Lux,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,63.73, 4/5,Dec.,199.900
Promotie 3 camere decomandat langa Stb mutare 2 luni,"Bucuresti, zona Olteniţei (Berceni)",3,74, 1/3,Dec.,73.600
Apartament cu 2 camere de vanzare in Estoria City – Faza 1,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,54, 8/11,Dec.,100.000
newplace ro | Cortina Residence | Apartament deosebit | Vedere libera | Lux,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,57.84, 12/13,Dec.,209.000
Apartament decomandat langa metrou 3 camere vanzare Drumul Taberei.,"Bucuresti, zona Drumul Taberei",3,64, 10/10,Dec.,79.500
Atena Residence - PROMO Apartament 3 camere decomandate,"Bucuresti, zona Theodor Pallady (Titan)",3,79.15, 1/3,Dec.,82.919
Apartament 2 camere decomandat 58 mpu la doar 5 min metrou M2 Berceni Promotie,"Bucuresti, Sector 4, zona Berceni",2,58, 1/4,Dec.,65.900
"acte gata - POZE REALE - dezvoltator - 170 m METROU Mihai Bravu, BLOC NOU 2022","Bucuresti, Sector 3, zona Mihai Bravu",3,90, 1/16,Semidec.,149.900
"Park View Titan GARS 47 mpc,dec,et 1/5 pret 53000 E,bucatarie 9m,balcon comis 0","Bucuresti, Sector 3, zona Titan",o,47, 1/5,Dec.,53.000
** newplace.ro | Cortina Residence | Apartament exclusivist | 3 camere | Lux **,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",3,116.47, 5/13,Dec.,370.000
newplace ro | Cortina Residence | Apartament deosebit | Vedere libera | Lux,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,67.2, 12/13,Dec.,219.000
OFERTA PROMOTIONALA APARTAMENT 2 CAMERE DECOMANDAT 49.900 EURO ( TVA 5% ICLUS),"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei)",2,50, 1/6,Dec.,49.900
OFERTA PROMITIONALA STUDIO! PRET SPECIAL 41.900 EURO ( TVA 5% INCLUS),"Bucuresti, Sector 6, zona Drumul Taberei",o,42, 1/6,Dec.,41.900
OFERTA PROMOTIONALA APARTAMENT 2 CAMERE DECOMANDAT 49.900 EURO ( TVA 5% ICLUS),"Bucuresti, Sector 6, zona Drumul Taberei",2,50, 1/6,Dec.,49.900
OFERTA PROMITIONALA STUDIO! PRET SPECIAL 41.900 EURO ( TVA 5% INCLUS),"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei)",o,42, 1/6,Dec.,41.900
"Dezvoltator Apartament 3 camere, 96 mp. Baneasa, Sisesti, Vedere Panoramica | Lac | metrou","Bucuresti, Sector 1, zona Băneasa (Baneasa)",3,71, 9/10,Semidec.,148.718
"Dezvoltator Un apartament superb, 3 camere, vedere spre gradina interioara LUXURIA","Bucuresti, Sector 1, zona 1 Mai",3,88.62, 4/8,Dec.,239.500
Dezvoltator Weiner 12 Residence Apartamente 2 camere Decomandate Direct Dezvoltator Militari,"Bucuresti, Sector 6, zona Militari",2,49, 2/7,Dec.,48.600
LUXURIA DOMENII RESIDENCE - DOUA CAMERE,"Bucuresti, zona 1 Mai",2,55, 1/11,Dec.,161.900
Dezvoltator 2 CAMERE - Titan Pallady - 2 min METROU,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,49.33, 11/11,Semidec.,85.000
"Dezvoltator Baneasa, Sisesti, 3 camere, 96 mp | vedere panoramica |  langa metrou","Bucuresti, Sector 1, zona Băneasa (Baneasa)",3,71, 9/10,Semidec.,148.718
"Dezvoltator Apartament nou cu 2 camere spatios, aproape de metrou","Bucuresti, Sector 3, zona Est",2,56.81, 6/11,Dec.,93.000
Apartament 2 camere 62 mp cu parcare inclusa,"Bucuresti, Sector 4, zona Berceni",2,62, 2/6,Dec.,71.000
"Apartament 2 camere, Aparatorii Patriei-Metalurgiei","Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",2,46, 6/6,Dec.,50.500
Garsoniera decomandata -suprafata utila 37 mp- Metrou Berceni,"Popesti-Leordeni, zona Sud",o,37, 1/3,Dec.,48.000
Dezvoltator LACUL FUNDENI - SECTOR 2 - APARTAMENT SPATIOS CU TERASA IN COMPLEX REZIDENTIAL,"Bucuresti, zona Fundeni (Colentina)",2,68.6, 3/12,Semidec.,89.500
2 camere finisaje premium adiacent C-tin Brancoveanu,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,60,Parter/7,Dec.,72.000
Dezvoltator Apartament 3 camere de vanzare - City Point Aviatiei,"Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",3,72, 2/12,Semidec.,204.700
"Dezvoltator Apartament de 2 camere, zona Expozitiei.","Bucuresti, Sector 1, zona P-ta Presei Libere (Kiseleff)",2,48.9, 6/12,Dec.,119.603
VANZARE 3 CAMERE// ONE LAKE CLUB// DIRECT DEZVOLTATOR,"Bucuresti, Sector 2, zona Aviatiei",3,67.6, 2/10,Semidec.,229.000
"Metrou Dimitrie Leonida 800m - 2 camere 60mp, mobilat, mutare rapida – etaj 1","Bucuresti, Sector 4, zona Berceni",2,60, 1/2,Dec.,79.900
Dezvoltator APARTAMENTE LUX - IANCU NICOLAE - 2 CAMERE - JOLIE VILLAGE,"Bucuresti, zona Iancu Nicolae (Pipera)",2,60.2, 2/3,Dec.,185.124
Apartament 2 camere decomandate lux Matei Basarab Decebal Dezvoltator,"Bucuresti, zona P-ţa Alba Iulia (Unirii)",2,59, 1/6,Dec.,159.138
2 Camere-Decomandat Dezvoltator,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,55.45, 6/8,Dec.,67.500
Dezvoltator Apartament 2 camere de vanzare - City Point Aviatiei,"Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",2,56.25, 1/12,Semidec.,159.700
2 camere+terasa de 11m/Direct Dezvoltator,"Bucuresti, Sector 3, zona Ozana (Titan)",2,56, 5/5,Dec.,63.990
Brancoveanu- Adiacent 2 camere 64 mp etaj 1 Poze Reale!,"Bucuresti, zona Brâncoveanu (Berceni)",2,64, 1/5,Dec.,83.000
"Apartament 2 Camere, Mutare Imediata, Direct Dezvoltator","Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,55, 1/8,Dec.,66.800
"Studio Herastrau - Soseaua Nordului, Cartierul Francez","Bucuresti, Sector 1, zona Herăstrău (Herastrau)",o,40,Parter/5,Dec.,117.000
APARTAMENT 2 CAMERE CU GRADINA LA PARTER TITAN-PALLADY DIRECT DEZVOLTATOR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,48,Parter/3,Dec.,90.000
Ap 2 Camere Complex Rezidential Pret Avantajos Comision 0%,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,48, 2/7,Semidec.,59.500
Duplex 5 camere 158 mp de vanzare Bulevardul Unirii Zepter,"Bucuresti, zona Unirii",5,158, 8/9,Dec.,350.000
"Dezvoltator Apartament nou cu 2 camere spatios, aproape de metrou","Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan)",2,56.63, 5/11,Dec.,92.000
2 Camere Complex Rezidential Brancoveanu Comision 0%,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,55, 2/7,Dec.,66.500
Apartament 2 camere Bucatarie inchisa Mutare imediata Dezvoltator,"Bucuresti, zona Brâncoveanu (Berceni)",2,56, 6/8,Dec.,69.500
Titan apartament 2 camere 45 mp finalizare martie 2023,"Bucuresti, zona Theodor Pallady (Titan)",2,44.81, 1/5,Semidec.,55.710
Penthouse 5 Camere Exclusivist Terasa 360 zona Pipera,"Bucuresti, zona Pipera",5,160, 5/5,Dec.,572.340
Dezvoltator Unirii - Bloc Nou Finalizat 2022,"Bucuresti, zona Unirii",2,54.7,Parter/4,Dec.,168.000
Bloc Nou Finalizat mutare imediata metrou Dimitrie Leonida,"Bucuresti, zona Berceni",2,45, 2/6,Dec.,52.500
"Apartament 2 camere, metrou Berceni","Bucuresti, Sector 4, zona Berceni",2,43, 3/6,Semidec.,41.900
3 Camere Lux Curte Privata Dezvoltator Central,"Bucuresti, Sector 5, zona 13 Septembrie",3,84,Parter/3,Semidec.,219.000
APARTAMENT 2 CAMERE LA GATA TITAN-PALLADY 10MIN METROU DIRECT DEZVOLTATOR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,54.42, 1/3,Dec.,69.930
PROMOTIE - Garsoniera - 39Mp Utili - Metrou Berceni - Bloc Nou,"Popesti-Leordeni, zona Central",o,39, 1/5,Dec.,36.900
Apartament 4 camere / 126mp / Rin Grand / Vitan Barzesti,"Bucuresti, Sector 4, zona Vitan-Bârzesti (Berceni)",4,126, 12/15,Semidec.,184.000
Apartament 1 camere Herastrau - Nordului,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",o,40,Parter/5,Dec.,112.000
Apartament 3 camere | Herastrau | Terasa mare 45mp,"Bucuresti, zona Herăstrău (Herastrau)",3,111, 5/12,Semidec.,386.200
4 apartamente de vânzare pe doua etaje,"Bucuresti, Sector 1, zona Floreasca",9,398, 1/2,Dec.,1.500.000
"Titan,Liviu Rebreanu, Apartament 3 camere Direct dezvoltator","Bucuresti, zona Titan",3,113.57, 2/12,Dec.,142.643
Apartament 2 camere/ Mutare imediata/ Comison Zero/ Direct Dezvoltator,"Bucuresti, Sector 4, zona Vitan",2,53, 2/7,Dec.,74.900
Sol Residence | One Herastrau Park | | Luminos | Vedere Lac | Parcare,"Bucuresti, zona Herăstrău (Herastrau)",4,160, 8/12,Dec.,1.095.000
Apartament 3 camere terasa 25 mp parcare inslusa Mogosoaia Dezvoltator,Mogosoaia,3,98, 4/4,Dec.,90.000
Promo Apartament 3 camere 81905 euro 10 min Nicolae Teclu,"Bucuresti, zona Titan",3,75,Parter/5,Semidec.,81.905
Penthouse 3 Rooms | Herastrau | Open View,"Bucuresti, zona Herăstrău (Herastrau)",3,100, 5/6, 5/6,466.000
Sofia Residence- 2 camere - Parc IOR - Liviu Rebreanu - Metrou Titan,"Bucuresti, zona Titan",2,70.55, 2/12,Dec.,92.460
"Apartament 4 camere, bucatarie inchisa – Arcadia Apartments Domenii","Bucuresti, Sector 1, zona Domenii (1 Mai)",4,112, 3/7,Dec.,316.000
2 camere tip studio centrala termica liber Berceni - Drumul Jilavei,"Bucuresti, zona Apărătorii Patriei (Berceni)",2,38, 2/6,Dec.,53.500
2 Camere Mutare imediata Comision 0%,"Bucuresti, Sector 4, zona Metalurgiei (Berceni)",2,50, 1/5,Semidec.,62.000
Laurier Suite | 4 camere | Loc parcare | Satul Francez | Aron Cotrus | OCAZIE!,"Bucuresti, zona Herăstrău (Herastrau)",4,185, 1/4,Semidec.,495.000
Garsoniera decomandata - Militari Residence,"Bucuresti, Sector 6, zona Militari",o,31, 2/8,Dec.,32.900
Dezvoltator 2 camere - Ansamblu nou - 7 minute metrou Nicolae Teclu,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,53.5, 3/8,Semidec.,61.000
Apartament Mihai Bravu 3 camere Finalizat 300 m statia metrou direct Dezvoltator,"Bucuresti, Sector 3, zona Mihai Bravu",3,95.28, 4/15,Dec.,157.000
NEOFORT 49 ULTIMELE UNITATI LUJERULUI-MILITARI 3 CAMERE SPATIOS TERMEN OCTOMBRIE,"Bucuresti, Sector 6, zona Militari",3,97.68, 1/4,Dec.,140.000
Oportunitate Apartament 2 camere semicentral mobilat utilat lux,"Bucuresti, zona P-ţa Alba Iulia (Unirii)",2,61, 8/10,Semidec.,142.000
Garsoniera mutare 2 saptamani - oferta limitata,"Bucuresti, zona Giurgiului",o,38.88, 1/3,Dec.,42.750
Apartament PREMIUM cu Gradina zona Piata Victoriei 268MP(cu terase) Bloc nou,"Bucuresti, zona P-ţa Victoriei (Ultracentral)",4,155, 8/9,Dec.,620.000
Garsoniera 38 mpu la doar 5 min metrou M2 Berceni Ideal Investitie,"Bucuresti, Sector 4, zona Berceni",o,38, 1/5,Dec.,42.900
Apartament 3 camere Gata de Mutat Loc de parcare inclus Mogosoaia,Mogosoaia,3,63, 3/4,Dec.,75.000
3 camere * Zona Exclusivista * Padurea Baneasa,"Bucuresti, Sector 1, zona Iancu Nicolae (Pipera)",3,86.29, 1/3,Dec.,199.000
Apartament 3 camere | Parc | Metrou Brancoveanu | Panoramic view,"Bucuresti, zona Brâncoveanu (Berceni)",3,97, 9/10,Dec.,174.000
Penthouse de vânzare 4 camere,"Bucuresti, Sector 1, zona Băneasa (Baneasa)",4,500, 11/11,Semidec.,500.000
2 camere centrala termica loc parcare la 6 minute de Metrou,"Bucuresti, zona Apărătorii Patriei (Berceni)",2,53,Parter/4,Semidec.,59.000
3 camere etaj 1 centrala termica liber Berceni - Alexandru Obregia,"Bucuresti, zona Berceni",3,60, 1/10,Dec.,73.500
"Jandarmeriei, Stejarii Country Club, Comision 0, mutare imediata","Bucuresti, Sector 1, zona Băneasa (Baneasa)",2,58,Parter/6,Dec.,146.990
Apartament 2 camere- langa metrou Pret Redus Centrala Proprie,"Bucuresti, zona Berceni",2,51, 1/6,Dec.,49.900
Dezvoltator Apartament de vânzare 2 camere,"Bucuresti, Sector 1, zona Pajura (Bucurestii Noi)",2,49.49, 4/4,Dec.,91.494
Dezvoltator Garsoniere Direct Dezvoltator Militari Rezervelor60,"Bucuresti, Sector 6, zona Militari",o,31, 5/7,Dec.,30.800
Dezvoltator Ap. 3 camere 2 bai in complex premium Panorama City 1 SECTORUL 6,"Bucuresti, Sector 6, zona Militari",3,71, 6/8,Dec.,93.600
Metrou Titan Parc IOR bloc 1984 complet mobilat,"Bucuresti, zona Titan",2,55, 2/10,Semidec.,89.900
APARTAMENT 2 CAMERE - ZONA HERASTRAU,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,60, 5,Dec.,144.500
Metrou Aparatorii Patriei (980m) - 2 camere studio 40mp - bloc 2022,"Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",2,40, 2/6,Dec.,49.900
Metrou Aparatorii Patriei (980m) - 2 cam tip studio 46mp,"Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",2,46, 6/7,Dec.,50.500
"Apartament 2 camere, metrou Aparatorii Patriei","Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni)",2,39,Parter/4,Dec.,45.000
OFERTA FULGER - Apartament cu 3 cam Auchan Militari - Iuliu Maniu 586-590,"Bucuresti, zona Militari",3,85, 8/10,Dec.,87.620
Apartament 2 camere - Aparatorii Patriei,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni)",2,40, 2/7,Dec.,49.900
"Metrou Berceni 500m - Garsoniera 38mp - 41,800E - bucatarie mobilata","Bucuresti, Sector 4, zona Berceni",o,38, 2/5,Dec.,42.900
"Garsoniera decomandata, metrou Berceni","Bucuresti, Sector 4, zona Berceni",o,39, 1/6,Dec.,36.900
Berceni-Metrou Berceni-Garsoniera decomandata-Promotie,"Bucuresti, zona Berceni",o,39, 2/6,Dec.,36.900
OFERTA SPECIALA APARTAMENT 3 CAMERE! PRET SPECIAL 65.900 EURO ( TVA 5% INCLUS),"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei)",3,66, 1/6,Dec.,65.900
OFERTA SPECIALA APARTAMENT 3 CAMERE! PRET SPECIAL 65.900 EURO ( TVA 5% INCLUS),"Bucuresti, Sector 6, zona Drumul Taberei",3,66, 1/6,Dec.,65.900
"Apartament 2 camere, decomandat, metrou Berceni","Bucuresti, Sector 4, zona Berceni",2,57, 2/6,Dec.,56.900
"Dezvoltator Apartament 3 camere Bucuresti Titan, sectorul 3!","Bucuresti, Sector 3, zona Pantelimon",3,68.37, 1/10,Semidec.,102.555
Dezvoltator LACUL FUNDENI - SECTOR 2 - APARTAMENT SPATIOS CU TERASA IN COMPLEX REZIDENTIAL,"Bucuresti, zona Pantelimon",2,68.6, 2/12,Semidec.,89.500
VANZARE 4 CAMERE// ONE NORTH LOFTS// DIRECT DEZVOLTATOR,"Bucuresti, Sector 2, zona Pipera",4,110.7, 2/6,Semidec.,263.300
VANZARE DUPLEX 5 CAMERE// ONE LAKE CLUB// DIRECT DEZVOLTATOR,"Bucuresti, Sector 2, zona Pipera",5,141.4, 8/10,Semidec.,838.000
VANZARE 4 CAMERE// ONE LAKE CLUB// DIRECT DEZVOLTATOR,"Bucuresti, Sector 2, zona Pipera",4,97,Parter/10,Semidec.,429.000
Dezvoltator Luxury Duplex - 3 bedrooms - Ready to move,"Bucuresti, Sector 1, zona 1 Mai",4,164,Ultimele 2 e/12,Dec.,684.000
2 Camere Brancoveanu tva si loc parcare inclus,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,54, 3/7,Semidec.,80.000
"DIRCET DEZVOLTATOR! 3 CAMERE si 1 LOC PARCARE, ETAJ 2/3",Berceni,3,65, 2/3,Semidec.,65.000
"Tineretului , Piata Norilor,  parc","Bucuresti, Sector 4, zona Tineretului",2,52, 4/10,Dec.,90.900
Apartament decomandat - Militari Residence,"Bucuresti, Sector 6, zona Militari",2,44, 5/6,Dec.,49.000
"Dezvoltator 2 camere SMART in iResidence, 85 mpc - ansamblu rezidential cu 14.898 mp PARC","Bucuresti, zona Pipera",2,73, 4/9,Semidec.,140.500
Dezvoltator Apartament 2 Camere decomandat  DIRECT Dezvoltator - Acte finalizate,"Bucuresti, Sector 4, zona Berceni",2,57.8, 3/8,Dec.,71.500
Dezvoltator STC RESIDENCE DOAMNA GHICA | GARSONIERE-2CAMERE-3CAMERE| INCALZIRE IN PARDOSEALA,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina)",3,88.9, 4/6,Dec.,140.000
Apartament 3 camere Soseaua Nordului,"Bucuresti, zona Herăstrău (Herastrau)",3,110, 3/12, 3/12,435.000
Proprietar I 2 camere I 61 mp I Muncii I Calarasilor I COMISION 0,"Bucuresti, zona P-ţa Muncii (Muncii)",2,57, 7/8,Dec.,88.500
Dezvoltator APARTAMENT CU FINISAJE PREMIUM IN TIMPURI NOI!!,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului)",2,60, 6/10, 6/10,125.000
"Dezvoltator SUPER OFERTA!APARTAMENT NOU- MOBILAT/UTILAT-Mansarda,5 min metrou,MUTARE RAPIDA","Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan)",2,56,Mansarda/3,Dec.,59.500
Dezvoltator APARTAMENT CU PANORAMA DEOSEBITA!,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului)",3,88, 7/10,Dec.,220.000
"Dezvoltator Apartament 3 cam NOU, 2 bai,2 terase proprii PREDARE IMEDIATA","Bucuresti, Sector 2, zona Colentina",3,95.4, 2/9,Dec.,142.500
Dezvoltator Apartament 4 camere - Iancu Nicolae - British School,"Bucuresti, Sector 1, zona Pipera",4,102.25, 2/3,Dec.,309.900
2 Camere Super Promotie Direct Dezvoltator Metrou,"Bucuresti, zona Berceni",2,51, 5/6,Dec.,46.500
Dezvoltator Apartament 4 camere - Iancu Nicolae - British School,"Bucuresti, Sector 1, zona Iancu Nicolae (Pipera)",4,102.25, 2/3,Dec.,309.900
Apartament 2 camere - Piata Constitutiei - 58 MPU - Sauna,"Bucuresti, zona Unirii",2,58, 6/7,Dec.,165.000
Apartament de vânzare 3 camere,"Otopeni, zona Central",3,61, 2/4,Dec.,81.500
Dezvoltator Apartament 3 camere Lux Oferta Limitata (cu Buncar subteran),"Bucuresti, Sector 1, zona Baneasa",3,120,Parter/3,Dec.,285.000
APARTAMENT 2 CAMERE 41900 EURO.,"Bucuresti, Sector 6, zona Drumul Taberei",2,42,Demisol/8,Semidec.,41.900
Dezvoltator Apartament 2 camere- pret promotional -ansamblu nou-Drumul Taberei Residence,"Bucuresti, Sector 6, zona Drumul Taberei",2,59.36, 7/10,Dec.,80.500
"Dezvoltator Apartament 2 camere, Metrou Aparatorii Patriei, Dezvoltator,mutare rapida","Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",2,55.75, 1/9,Dec.,77.500
"Apartament 2 camere finalizat, mutare imediata.Metrou Berceni","Bucuresti, Sector 4, zona Berceni",2,45, 2/6,Dec.,52.500
Tetha Residence 4 | Bloc C1 | Apartament 2 Camere,"Popesti-Leordeni, zona Sud",2,60.7, 2/2,Dec.,72.545
"Apartament 2 camere finalizat, mutare imediata.Metrou Berceni","Bucuresti, Sector 4, zona Berceni",2,50, 1/5,Dec.,56.500
Bellemonde-Apartament in vila-2 camere,"Bucuresti, zona Pipera",2,53, 1/2,Dec.,133.000
Bellemonde-Apartament in vila-4 Camere,"Bucuresti, zona Pipera",4,122,Parter/2,Dec.,346.600
Comision 0% | Floreasca | 3 camere de vanzare | Gradina |,"Bucuresti, zona Floreasca",3,69,Parter/10,Semidec.,240.000
NEXO-TIMPURI NOI-DUPLEX-TERASA 135 MP--POMPE CALDURA--IMOBIL PREMIUM,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului)",3,116,Ultimele 2 e/4,Semidec.,240.000
Bellemonde-Apartament in vila-Duplex 4 camere,"Bucuresti, zona Pipera",4,135, 1/2,Dec.,291.000
Bellemonde-Apartament in vila-Studio,"Bucuresti, zona Pipera",2,40,Parter/2,Dec.,93.700
Bellemonde-Apartament in vila-3 Camere,"Bucuresti, zona Pipera",3,85, 2/2,Dec.,178.400
"Penthouse 4 camere  NOU, incalzire in pardoseala ,geam panoramic in Quartz Res","Bucuresti, Sector 2, zona Colentina",4,118.2, 9/9,Dec.,222.600
Apartament 2 camere | Sisesti,"Bucuresti, zona Sisesti (Baneasa)",2,49.05,Parter/4,Dec.,90.000
Dezvoltator Apartament 3 camere pe malul lacului Straulesti,"Bucuresti, Sector 1, zona Sisesti (Baneasa)",3,71.16,Parter/3,Dec.,161.500
2 Rooms Design Apartment | Mobilat Lux | Parc propriu | Aviatiei,"Bucuresti, Sector 1, zona Şoseaua Nordului (Herastrau)",2,50, 1/10,Dec.,165.000
APARTAMENT 2 CAMERE 69900 EURO OFERTA PROMOTIONALA,"Bucuresti, Sector 6, zona Militari",2,58, 5/8,Semidec.,69.900
Cartierul Francez 3 Camere | Dressing | Mobilat Lux | Parcare,"Bucuresti, Sector 1, zona Şoseaua Nordului (Herastrau)",3,100, 2/6,Dec.,285.000
"Dezvoltator Apartament 2 camere, incalzire in pardoseala in Quartz Residence!","Bucuresti, Sector 2, zona Colentina",2,64.3, 5/9,Dec.,96.000
0% Comision | Apartament Primaverii | 4 camere |,"Bucuresti, zona Primaverii (Dorobanti)",4,146, 4/5,Dec.,550.000
"Apartament 2 camere finalizat, metrou Berceni","Bucuresti, Sector 4, zona Berceni",2,51,Parter/6,Dec.,46.500
Promotie apartament 2 camere metrou Berceni.,"Bucuresti, Sector 4, zona Berceni",2,44, 2/6,Dec.,41.900
Garsoniera metrou Berceni. Comision 0.,"Bucuresti, Sector 4, zona Berceni",o,40, 2/6,Dec.,36.900
"Ap. 3 camere, gradina 95mp, Nord-Baneasa, Sector 1","Bucuresti, Sector 1, zona Băneasa (Baneasa)",3,93,Parter/3,Dec.,155.000
Apartament exclusivist zona Aviatiei,"Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",2,68, 2/7,Dec.,153.000
"GARSONIERA 13 SEPTEMBRIE, MOBILATA/UTILATA, MUTARE IMEDIATA, COMIS 0%","Bucuresti, zona 13 Septembrie",o,40.59, 8/8,Dec.,48.500
APARTAMENT 2 CAMERE 69900 EURO OFERTA PROMOTIONALA,"Bucuresti, zona Drumul Taberei",2,58, 5,Dec.,69.900
