name,location,rooms,area,floor,type,price
Bucurestii Noi - Laminorului,"Bucuresti, zona Bucurestii Noi (Bucurestii Noi)",3,85, 2/3,Dec.,155.000
Locuinta cu 3 camere in Ansamblul ComoPark situat pe Sos. Virtutii !,"Bucuresti, zona Crângasi (Crangasi)",3,79, 3/11,Dec.,104.500
Vanzare Apartament  4 Camere Crangasi  Piata  99000,"Bucuresti, zona Crângasi (Crangasi)",4,84, 9/10,Dec.,99.000
Apartament 2 Camere Lux 69m.p. Piata Dorobanti-Beller | GOPO,"Bucuresti, zona P-ţa Dorobanţi (Dorobanti)",2,61.05, 2/5,Semidec.,198.990
VANZARI APARTAMENTE AVITIEI,"Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",2,80, 5/7,Dec.,166.200
Apartament 3 camere+terasa | Cortina North | Pipera,"Bucuresti, zona Pipera",3,66.4, 9/10,Dec.,159.000
Apartament 2 camere Piata Victoriei Capitale Renovat,"Bucuresti, zona P-ţa Victoriei (Ultracentral)",2,52, 2/4,Semidec.,137.000
"Apartament 3 camere decomandate, etaj 2, balcon, zona linistita,bloc termoizolat","Bucuresti, Sector 6, zona Militari",3,66, 2/9,Dec.,80.000
!!Oportunitate de investitie-pret redus!! - Garsoniera in Chiajna,Chiajna,o,32, 3/3, 3/3,35.000
VANZARE APARTAMENT 4 CAMERE VACARESTI BLOC 2022,"Bucuresti, Sector 4, zona Văcăresti (Tineretului)",4,91, 6/10,Dec.,225.000
Confort City - 2 camere - mobilat/utilat,"Bucuresti, zona Splaiul Unirii (Unirii)",2,65, 1/11,Dec.,66.000
Theodor Pallady - Apartament 3 camere generoase Direct Dezvoltator,"Bucuresti, zona Theodor Pallady (Titan)",3,79.31, 1/3,Dec.,83.087
Dorobanti Polona apartament cochet,"Bucuresti, zona Polonă (Dacia)",4,110, 4/4,Dec.,269.000
Apartament 4 camere Sebastian de vanzare,"Bucuresti, zona Sebastian (13 Septembrie)",4,79, 7/10,Semidec.,95.000
Apartament 4 camere | Domenii | Dumitru Zossima | 108 mp |,"Bucuresti, zona Domenii (1 Mai)",4,108, 2/3,Semidec.,216.000
Apartament cu 2 camere de vanzare in zona Pipera- MTM RESIDENCE,"Bucuresti, zona Pipera",2,54.17, 3/5,Dec.,95.000
Ansamblu rezidential FINALIZAT Parcul Carol-Viilor 4 camere metrou/parc,"Bucuresti, zona Parcul Carol",4,118.01, 1/12,Dec.,188.916
"Apartament deosebit 4 camere, bloc nou Arcul de Triumf","Bucuresti, zona Clucerului (Kiseleff)",5,186, 4/5,Dec.,499.000
Vanzare apartament 2 camere Bulevardul Timisoara Comision 0,"Bucuresti, zona Drumul Taberei",2,56, 6/7,Dec.,89.900
Apartament cu 3 camere decomandat in zona Dristor,"Bucuresti, zona Dristor",3,68.03, 5/8,Dec.,100.000
"Apartament cu 2 camere zona Lujerului, loc parcare","Bucuresti, zona Lujerului (Militari)",2,61, 4/4,Dec.,75.000
VANZARE GARSONIERA ZONA VITAN MALL,"Bucuresti, Sector 3, zona Vitan Mall (Vitan)",o,40, 6/8,Dec.,67.000
Apartament Aviatiei/Aurel Vlaicu/Cloud 9/Parcare subterana,"Bucuresti, zona Aviaţiei (Aviatiei)",2,60, 8/11,Dec.,170.000
"Apartament 2 camere, decomandat, complet renovat, Brancoveanu","Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2,39, 3/10,Dec.,52.000
Proprietar Apartament 2 camere - Nerva Traian(Unirii),"Bucuresti, zona Nerva Traian (Unirii)",2,65, 1/10,Dec.,160.000
Apartament 2 Camere de vanzare Vatra Luminoasa Matei Voievod,"Bucuresti, zona Vatra Luminoasă (Vatra Luminoasa)",2,55, 3/10,Semidec.,64.900
2 Camere - parcare inclusa  - Cortina North - Pipera,"Bucuresti, zona Pipera",2,50, 8/9,Dec.,145.000
"Apartament 2 camere, 37 mp, decomandat, Chişinău","Bucuresti, zona Chisinau (Pantelimon)",2,37, 7/8,Dec.,60.000
"Mihalache - Averescu, 2 camere, reabulitat, vedere spate","Bucuresti, zona 1 Mai",2,57, 3/10,Semidec.,119.000
ap.2 camere - decomandat - Drumul Sarii,"Bucuresti, Sector 5, zona Drumul Sării (13 Septembrie)",2,55.81, 4/4,Dec.,89.900
Ap 3 Cam + TERASA PENTHOUSE Incalzire in Pardoseala Ansamblu Nou Rahova,"Bucuresti, zona Rahova",3,79, 10/10,Dec.,128.350
Aparatorii Patriei-2 camere decomandat,"Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",2,52, 7/8,Dec.,68.000
Apartament 2 camere Muncii,"Bucuresti, zona P-ţa Muncii (Muncii)",2,51, 7/10,Dec.,78.000
Apartament Finalizat/ Mutare imediata/ Metrou Jiului 10min/ Liber Imediat,"Bucuresti, Sector 1, zona Dămăroaia (Bucurestii Noi)",3,74, 1/3,Dec.,179.000
Apartament Finalizat/ Vedere Libera/ Finisaje premium/ Credit Bancar/Proprietar,"Bucuresti, Sector 1, zona Pipera",2,50, 5/8,Dec.,92.380
"Ocazie, 2 camere, Titan, vav parc IOR si metrou,","Bucuresti, Sector 3, zona Titan",2,51, 2/10,Semidec.,91.800
"Vanzare apartament 2 camere, Crangasi","Bucuresti, zona Crângasi (Crangasi)",2,47.45, 4/4,Dec.,74.000
Apartament 4 camere cu gradina The Suburb Buftea,"Buftea, zona Nord",4,105.51,Parter/4,Dec.,135.641
Locuinta cu 2 camere in Ansamblul ComoPark situat pe Sos. Virtutii !,"Bucuresti, zona Politehnica (Militari)",2,58, 3/11,Dec.,79.000
Apartament 3 Camere Nerva Traian,"Bucuresti, Sector 3, zona Nerva Traian (Unirii)",3,73.42, 1/7,Dec.,144.000
VANZARE APARTAMENT DUPLEX 3 CAMERE ZONA COTROCENI,"Bucuresti, zona Cotroceni",3,118, 1/4,Dec.,450.000
sud,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni)",2,55, 1/3,Dec.,79.900
"apartament decomandat, comision 0%",Chiajna,2,47, 1/4,Dec.,55.000
Apartament 2 camere Direct Dezvoltator Avans minim 15%,"Bucuresti, zona Theodor Pallady (Titan)",2,56, 2/8,Semidec.,69.350
"Berceni , 5 minute metrou Dimitrie Leonida","Bucuresti, Sector 4, zona Berceni",2,71, 4/5,Dec.,83.000
Apartament 3 camere The Suburb Buftea,"Buftea, zona Nord",3,78.68, 1/4,Dec.,96.404
"Vanzare garsoniera Drumul Taberei - Mall Plaza, metrou Tudor Vladimirescu","Bucuresti, Sector 6, zona Drumul Taberei",o,36, 8/10,Semidec.,45.500
Apartament 2 camere renovat bloc 1975 - etaj 8/10 - Basarabia - Titan,"Bucuresti, zona Titan",2,52, 8/10,Semidec.,73.500
Apartament 3 camere Stefan cel Mare,"Bucuresti, zona Ştefan cel Mare (Stefan Cel Mare)",3,68, 6/7,Dec.,115.000
"Apartament cu 3 camere, zona Bucurestii Noi","Bucuresti, zona Bucurestii Noi",3,59, 2/2,Dec.,114.900
"Titan, 10 minute metou, cinema Gloria,","Bucuresti, Sector 3, zona Titan",3,63, 7/10,Semidec.,82.000
"Apartament 3 camere Bulevardul Lacul Tei, STRADAL","Bucuresti, zona Lacul Tei (Tei)",3,61, 1/10,Dec.,82.000
"Garsoniera cocheta, mobilata complet, AIR ONE BANEASA","Bucuresti, zona Băneasa (Baneasa)",o,36, 3/4,Dec.,67.900
"Apartament 2 camere , Investitie ! Sala Palatului , Ion Campineanu, Urgent!!","Bucuresti, zona Cismigiu (Ultracentral)",2,48, 9/9,Semidec.,78.000
Garsoneira ta de lux! Ansamblul 99Residence- STATIA STB in fata blocului,"Bucuresti, zona Prelungirea Ghencea (Ghencea)",o,40.4, 1/5,Dec.,46.700
Vanzare garsoniera 1 camere,"Bucuresti, zona Timpuri Noi (Tineretului)",o,42, 8/8,Dec.,74.000
Apartament 2 camere Dorobanti!,"Bucuresti, zona Dorobanti",2,65, 2/2,Semidec.,115.000
"Apartament 3 camere , renovat complet, zona Mosilor","Bucuresti, Sector 3, zona Mosilor (Mosilor)",3,125, 4/5,Dec.,158.000
Garsoniera Pipera / bloc NOU /,"Bucuresti, zona Pipera",o,35, 4/7,Dec.,65.000
Apartament 3 camere | Comision 0 | ZONA 1 DECEMBRIE 1918,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan)",3,85, 2/4,Dec.,97.000
Apartament Modern Bloc Nou Otopeni,"Otopeni, zona Central",3,63, 1/4,Semidec.,114.500
Garsoniera Decebal Piata Alba Iulia,"Bucuresti, zona Decebal",o,42, 1/4,Dec.,82.500
"Militari-Metrou Pacii_Apartament 2 camere,bloc nou, finisaje si confort premium!","Bucuresti, Sector 6, zona Militari",2,51, 2/10,Dec.,78.900
apartament 3 camere Sisesti,"Bucuresti, zona Băneasa (Baneasa)",3,70.1, 1/4,Dec.,130.000
"Zona parcului Carol Apartament in vila parter din p+1,teren 198mp","Bucuresti, zona Parcul Carol",3,100,Parter/2,Parter/2,179.000
Apartament 3 camere Damaroaia-Bucurestii Noi,"Bucuresti, Sector 1, zona Dămăroaia (Bucurestii Noi)",3,83, 1/3,Semidec.,154.000
APARTAMENT 2 CAMERE TRANSFORMAT IN 3 CAMERE COTROCENI,"Bucuresti, Sector 5, zona Cotroceni",2,50, 1/4,Dec.,138.000
Garsonieara decomandata noua - Militari Residence,"Bucuresti, Sector 6, zona Militari",o,31, 5/5,Dec.,33.700
Apartament de vânzare 2 camere,"Bucuresti, Sector 3, zona Baba Novac (Titan)",2,47, 2/4,Semidec.,71.500
Exclusive Penthouse Herastrau Park View,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",8,546.5, 12/12,Dec.,5.500.000
APARTAMENT 3 CAMERE BLOC NOU UNIRII,"Bucuresti, Sector 3, zona Unirii",3,72.85, 2/4,Dec.,170.000
"2 camere Andronache-Colentina, etaj 1-3, A3/Parc Plumbuita, comision 0%, TVA inc","Bucuresti, zona Colentina",2,60, 1/4,Dec.,92.000
"Vanzare apartament 2 camere Militari Pacii, 6 minute de metrou, centrala proprie","Bucuresti, Sector 6, zona Păcii (Militari)",2,52, 2/4,Dec.,92.000
Apartament 3 camere Dristor,"Bucuresti, zona Dristor",3,61, 7/10,Semidec.,85.000
Apartament 2 camere - Panduri,"Bucuresti, zona Panduri (13 Septembrie)",2,50, 8/11,Semidec.,115.000
Apartament Hi Level,"Bucuresti, Sector 5, zona Naţiunile Unite (Unirii)",3,62, 17/17,Semidec.,132.500
Apartament cu 3 camere de vanzare in zona Liviu Rebreanu,"Bucuresti, zona Liviu Rebreanu (Titan)",3,62, 1/10,Dec.,99.400
Dezvoltator 2 camere Pollux Residence Prelungirea Uverturii,"Bucuresti, Sector 6, zona Militari",2,59, 1/8,Dec.,56.050
"Dristor - Ramnicu Sarat, centrala termica pe gaz","Bucuresti, zona Dristor",3,73, 3/4,Dec.,107.800
"B-dul Tineretului, vis a vis de Parc, 3 camere, bloc stradal","Bucuresti, Sector 4, zona Tineretului",3,62, 8/10,Semidec.,120.000
Garsoniera Drumul Taberei,"Bucuresti, zona Drumul Taberei",o,42, 4/8,Dec.,49.500
Militari  Iuliu Maniu A1 Direct Dezvoltator,"Bucuresti, zona Pacii (Militari)",2,58, 1/5,Dec.,39.000
Apartament situat intre B-dul Timisoara si Romancierilor,"Bucuresti, zona Drumul Taberei",2,52,Parter/4,Dec.,65.000
"Apartament 4 camere 130mp utili Balotesti , Therme Bucuresti.",Balotesti,4,127, 2/3,Dec.,110.000
Apartament 2 camere / Decomandat / 58mp / Luica - Giurgiului,"Bucuresti, Sector 4, zona Giurgiului",2,58, 1/3,Dec.,67.335
Vanzare apartament 5 camere zona Decebal,"Bucuresti, zona Decebal",5,120, 4/8,Dec.,300.000
UpLake | Apartament cu Gradina 60 mp !,Chitila,2,50,Parter/3,Dec.,135.000
BERCENI LUICA IDEAL CREDIT BANCAR,"Bucuresti, zona Berceni",2,38, 5/10,Dec.,44.000
"Titan - Intrarea Badeni,  5 minute metrou","Bucuresti, zona Titan",o,40, 2/8,Dec.,49.900
COD E20517 - Garsoniera Iancului,"Bucuresti, zona Iancului",o,30, 1/10,Dec.,47.700
"VANZARE garsoniera BAICULUI, suprafata utila 48mp, terasa 42mp","Bucuresti, zona Baicului (Pantelimon)",o,42, 5/5,Dec.,55.000
Apartament de Vanzare 3 Camere Baba Novac,"Bucuresti, zona Baba Novac (Titan)",3,62, 2/8,Semidec.,109.000
FINALIZAT - 2 camere   Titan - Metrou 1 Decembrie 1918,"Bucuresti, zona 1 Decembrie 1918 (Titan)",2,68.2, 4/4,Dec.,79.524
Universitate - Magheru ap. 2 camere - bloc fara risc seismic,"Bucuresti, zona Universitate (Ultracentral)",2,48, 8/9,Semidec.,99.500
Apartament  2camere Renovat Recent Militari metrou Lujerului-Gorjului,"Bucuresti, zona Militari",2,51, 3/4,Dec.,85.000
Vanzare 3 camere Baneasa-Herastrau,"Bucuresti, zona Herăstrău (Herastrau)",3,88, 6/8,Semidec.,184.999
Vanzare Garsoniera Confort City Rezidential,"Bucuresti, Sector 3, zona Vitan-Bârzesti (Berceni)",o,42, 11/12,Dec.,43.000
"BRANCOVEANU ,","Bucuresti, zona Brâncoveanu (Berceni)",2,37,Parter/4,Dec.,47.000
"Apartament 3 camere spatioas, Liviu Rebreanu!","Bucuresti, zona Titan",3,92, 11/13,Dec.,127.703
Apartament 4 camere Progresul,"Bucuresti, zona Giurgiului",4,73, 8/11,Semidec.,77.000
Oferta Vanzare - Apartament 2 camere Favorit | Sibiu | Drumul Taberei,"Bucuresti, Sector 6, zona Drumul Taberei",2,50, 5/10,Semidec.,79.000
"Apartament 3 camere, decomandat, finalizat, metrou Berceni","Bucuresti, Sector 3, zona Berceni",3,80, 4/5,Dec.,84.900
Studio nou- 0%comision!,"Bucuresti, Sector 6, zona Militari",2,40, 5/5,Nedec.,42.700
"De vanzare apartament 3 camere Basarabia,Costin Georgian!","Bucuresti, zona Basarabia (Titan)",3,66, 7/8,Dec.,96.000
Vanzare Apartament 2 Camere Popa Nan Bloc Nou cu Loc de Parcare Inclus,"Bucuresti, zona Decebal",2,66, 3/6,Dec.,177.000
"TEI, GRIGORE MOISIL, 2 CAMERE ETAJ 10 RENOVAT RECENT, BLOC 1974","Bucuresti, zona Tei",2,44, 10/10,Semidec.,65.000
"Apartament 3 camere, 2bai si 2 balcoane Bucurestii Noi Pod Constanta","Bucuresti, Sector 1, zona Bucurestii Noi (Bucurestii Noi)",3,83, 1/2,Semidec.,120.500
"Apartament mobilat in vila, P+1, zona Delea Veche","Bucuresti, Sector 3, zona Calea Călărasilor (Calea Calarasilor)",5,170, 1/1,Dec.,320.000
"APARTAMENT FINALIZAT-MILITARI RESIDENCE
    COMISION 0%","Bucuresti, Sector 6, zona Militari",2,40, 5/7,Dec.,41.000
Apartament 3 camere de vanzare Tineretului Complexul The Park,"Bucuresti, zona Tineretului",3,67, 8/13,Semidec.,173.000
"Dr.Sarii - Botorani - 5/8 - dec, 62 mp, bucatarie 11,5 mp, liber, 89.900 €","Bucuresti, Sector 5, zona Drumul Sarii (13 Septembrie)",2,62, 5/8,Dec.,89.900
"Herastrau,Aviatiei,Nordului 3 camere","Bucuresti, zona Aviaţiei (Aviatiei)",3,125, 1/10,Dec.,320.000
Apartament doua camere -Militari Residence-comision 0%,"Bucuresti, Sector 6, zona Militari",2,70, 5/5,Dec.,59.500
VANZARE APARTAMENT BDUL DECEBAL BLOC STRADAL,"Bucuresti, Sector 3, zona Decebal",3,85, 7/7,Dec.,178.000
2 camere Vatra Luminoasa,"Bucuresti, zona Vatra Luminoasă (Vatra Luminoasa)",2,55, 9/10,Dec.,80.000
Apartament 3 Camere de vanzare Tineretului Parcul Tineretului Bloc 2016,"Bucuresti, zona Tineretului",2,72,Parter/3,Dec.,135.000
Apartament 3 Camere de vanzare Tineretului Parcul Tineretului Bloc 2016,"Bucuresti, zona Tineretului",2,72,Parter/3,Dec.,135.000
"Colentina Fundeni apartament 3 camere , 2 bai","Bucuresti, zona Colentina",3,65, 6/9,Dec.,83.500
"Doamna Ghica, chiar pe Pancota,","Bucuresti, Sector 2, zona Doamna Ghica (Colentina)",3,68, 3/8,Dec.,109.000
"Domenii - Sandu Aldea - Agronomie, cu garaj si boxa","Bucuresti, Sector 1, zona Domenii (1 Mai)",3,70, 3/4,Dec.,149.000
Apartament - 2 camere - 100 mp - Calea Vitan-Bucuresti Mall,"Bucuresti, zona Vitan",2,100, 1/11,Semidec.,150.000
VANZARE APARTAMENT 4 CAMERE ZONA APARATORII PATRIEI,"Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",4,88, 7/8,Semidec.,113.000
VANZARE APARTAMENT 3 CAMERE ZONA SPLAIUL UNIRII-MIHAI BRAVU,"Bucuresti, zona Splaiul Unirii (Unirii)",2,58, 2/4,Semidec.,129.000
Apartament 3 camere Bd Libertatii - Casa Poporului - Unirii,"Bucuresti, Sector 5, zona Unirii",3,77, 2/8,Dec.,235.000
Vanzare apartament 2 camere Militari - Lacul Morii,"Bucuresti, Sector 6, zona Militari",2,62, 3/5,Dec.,115.000
VANZARE APARTAMENT CAMERE ZONA CALARASI BLOC 2019,"Bucuresti, Sector 3, zona Calea Călărasilor (Calea Calarasilor)",2,55,Parter/3,Dec.,139.000
Dristor metrou - Baba Novac adiacent,"Bucuresti, Sector 3, zona Dristor",3,60, 4/10,Semidec.,82.000
Vanzare apartament cu 2 camere situat pe Turda aproape de Kiseleff,"Bucuresti, zona Turda (1 Mai)",2,59, 8/8,Dec.,79.900
Vanzare apartamen 3 camere Militari metrou Gorjului etaj 1 din4 etaje,"Bucuresti, zona Gorjului (Militari)",3,64, 1/4,Semidec.,72.000
"Vanzare Garsoniera DECOMANDATA cu mutare imediata, 0% Comision, DEZVOLTATOR!!!","Bucuresti, Sector 6, zona Militari",o,30, 2/5,Dec.,35.000
Apartament - 4 camere - Kiseleff-Barbu Delavrancea,"Bucuresti, zona Kiseleff",4,137, 1/5,Semidec.,749.000
Apartament luminos Parc Cismigiu | C19 |,"Bucuresti, Sector 1, zona Cismigiu (Ultracentral)",3,136, 2/3,Dec.,189.000
Apartament 4 camere Pantelimon Delfinului,"Bucuresti, zona Pantelimon",4,93, 2/12,Dec.,116.350
Valea Ialomitei-dec-3/4-reabilitat-centrala-liber-89900E,"Bucuresti, Sector 6, zona Drumul Taberei",4,80, 3/4,Dec.,89.900
Apartament  in vila singur pe etaj la parter din P+1,"Bucuresti, zona Parcul Carol",3,107,Parter/1,Semidec.,109.000
"MOGOSOAIA - LOFT GREEN REZIDENCE, studio lux, 40 mp, finisaje premium",Mogosoaia,o,37, 2/4,Semidec.,65.000
"Pantelimon , Spitalul Sfantul Pantelimon stradal","Bucuresti, Sector 2, zona Pantelimon",3,66, 6/10,Semidec.,69.900
Apartament 2 camere de vanzare - Militari - Uverturii,"Bucuresti, Sector 6, zona Militari",2,49, 1/4,Dec.,93.000
Apartament - 4 camere - Floreasca,"Bucuresti, zona Floreasca",4,107, 1/2,Semidec.,295.000
Apartament 3 camere etajul 2 in bloc nou 2022- Berceni-Giurgiului,"Bucuresti, Sector 4, zona Giurgiului",3,79, 2,Dec.,100.000
"Triplex penthouse spectaculos cu 5 camere, terase 158mp,vedere superba, 2parcari","Bucuresti, zona Herăstrău (Herastrau)",5,253, 8/10,Dec.,750.000
Apartament superb cu 3 camere in zona Domenii,"Bucuresti, zona Domenii (1 Mai)",3,66, 2/9,Semidec.,154.900
Apartament 2 Camere 1 Mai Bulevardul Ion Mihalache,"Bucuresti, zona 1 Mai",2,44,Parter/7,Semidec.,79.000
Apartament 2 camere cu incalzire prin pardoseala in zona Chisinau,"Bucuresti, zona Pantelimon",2,49.6,Mansarda/3,Semidec.,60.000
Apartament 3 camere Pantelimon - Lidl,"Bucuresti, Sector 2, zona Pantelimon",3,64.84, 4/10,Semidec.,97.000
Apartament 2 camere Vitan/Mihai Bravu centrala proprie bloc 2007,"Bucuresti, zona Vitan",2,66, 4/5,Semidec.,110.000
"Apartament cu 3 camere Decomandat, Ultrafinisat","Bucuresti, zona Theodor Pallady (Titan)",3,67.52, 5/10,Dec.,99.985
"2cam.dec/20min pe jos-metrou D.Leonida, proximitate Mega-Image","Popesti-Leordeni, zona Sud",2,53, 1/3,Dec.,58.135
"Lacul Tei - adiacent, zona Opanez","Bucuresti, Sector 2, zona Lacul Tei (Tei)",2,52, 4/10,Dec.,90.000
Garsoniera spatioasa mobilata-Militari Residence,"Bucuresti, Sector 6, zona Militari",o,43, 5/6,Semidec.,43.600
3camdec/7min-metrou D.Leonida/zona Oituz-Amurgului-Mall La Strada,"Popesti-Leordeni, zona Sud",3,62, 3/3,Dec.,83.000
Titan Pallady Ikea Ansamblu Premium 7minute de metrou,"Bucuresti, zona Ozana (Titan)",o,35, 6/8,Dec.,44.610
Aproape de Auchan Titan; Parc; Apartament 2 camere; Finisaje premium,"Bucuresti, zona Ozana (Titan)",2,52, 3/5,Dec.,66.700
VANZARE APARTAMENT 2 CAMERE DIMITRIE CANTEMIR,"Bucuresti, Sector 4, zona Cantemir (Parcul Carol)",2,50, 1/7,Semidec.,86.000
Apartament cu 3 camere in vila - Popa Tatu,"Bucuresti, zona Gara de Nord",3,71.38,Parter/1,Vagon,85.000
Vatra Luminoasa apartament 2 camere 53 mp,"Bucuresti, zona Vatra Luminoasă (Vatra Luminoasa)",2,45, 3/8,Semidec.,75.000
Leordeni-Agnes VII- Apartament de 2 camere decoamandat,"Popesti-Leordeni, zona Sud",2,49, 2/2,Dec.,59.000
"Pantelimon, Delfinului, cf 2 sporit, balcon, liber","Bucuresti, Sector 2, zona Pantelimon",2,36, 8/10,Dec.,44.000
3 camere renovate l bloc 1982 l boxa subsol - Baba Novac!,"Bucuresti, zona Baba Novac (Titan)",3,74, 5/10,Dec.,114.500
Apartament 2 camere | Calea Grivitei,"Bucuresti, zona Griviţa (Gara de Nord)",2,43.92,Parter/7,Semidec.,59.000
"Apartament 6 camere 224mo, 2 parcari subterane,3 minute de Parcul Herastrau","Bucuresti, Sector 1, zona Herăstrău (Herastrau)",6,213, 4/5,Dec.,580.000
GARSONIERA DE VANZARE LUJERULUI - GORJULUI ( 150 M METROU ),"Bucuresti, zona Gorjului (Militari)",o,32, 4/8,Dec.,48.000
"0% comision! 4 camere 122 mp, parcare, boxa langa Parcul Herastrau!","Bucuresti, zona Nordului (Herastrau)",4,121.84, 4/6,Semidec.,300.000
"Apartament 2 camere,living 26mp, dormitor 16mp, 73mp total utili, finalizat !","Bucuresti, zona Politehnica (Militari)",2,73, 11/12,Dec.,135.000
"Ocazie! 3 camere Dorobanti-Perla-rezidential,office, reclama stradala!","Bucuresti, zona Dorobanţi (Dorobanti)",3,58, 1/8,Dec.,114.900
Apartament 2 camere decomandate suprafata generoasa Theodor Pallady,"Bucuresti, zona Theodor Pallady (Titan)",2,59.6, 1/3,Dec.,62.438
PROMO Titan Garsoniera decomandata Avans minim 15% Direct Dezvoltator,"Bucuresti, zona Theodor Pallady (Titan)",o,48, 1/8,Dec.,50.180
Metrou Teclu Pallady 10 minute Ikea Ansamblu Premium,"Bucuresti, zona Theodor Pallady (Titan)",2,47, 5/6,Dec.,59.038
Apartament 2 camere de vanzare Exigent Plazza,"Bucuresti, zona Lujerului (Militari)",2,53, 4/11,Dec.,129.900
Apartament 3 camere Sebastian de vanzare,"Bucuresti, zona Sebastian (13 Septembrie)",3,73, 7/8,Dec.,105.000
Calea Dorobanti apartament cochet,"Bucuresti, Sector 1, zona Dorobanţi (Dorobanti)",3,110, 3/5,Semidec.,270.000
APARTAMENT 2 CAMERE TRANSFORMAT IN 3 CAMERE,"Bucuresti, Sector 3, zona Unirii",2,64, 7/8,Dec.,135.000
Apartament 2 camere l Piata Victoriei- Sanador l Zona Exclusivista !,"Bucuresti, Sector 1, zona Ultracentral",2,75, 3/7,Dec.,235.000
Apartament in vila cu arhitectura neoromaneasca in zona Armeneasca,"Bucuresti, zona Mosilor (Mosilor)",5,130, 1/2,Dec.,270.000
Garsoniera decomandata-Militari Residence-Comision 0%,"Bucuresti, Sector 6, zona Militari",o,30,Parter/5,Dec.,35.000
Garsoniera spatioasa Mall Vitan - bloc 2008,"Bucuresti, Sector 3, zona Vitan Mall (Vitan)",o,45, 5/6,Nedec.,87.000
VAND APARTAMENT 2 CAMERE LA 2 MIN DE METROU BUCUR OBOR,"Bucuresti, Sector 2, zona Bucur Obor (Colentina)",2,50, 2/10,Dec.,78.000
Apartament 2 camere Titan - Nicolae Grigorescu - etaj 3 - acces metrou 5 minute,"Bucuresti, zona Titan",2,49.72, 3/10,Circular,69.500
"Basarabia,apartament 2 camere , bloc reabilitat","Bucuresti, zona Basarabia (Titan)",2,44, 4/4,Semidec.,63.100
Apartament 4 camere | parcare | balcon | Terasa | Sisesti,"Bucuresti, Sector 1, zona Sisesti (Baneasa)",4,100, 4/5,Dec.,245.000
Apartament 4 camere l Zona Linistita l I173,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina)",4,65, 6/10,Dec.,95.000
CORA Lujerului Str. Cetatuia Et.3 Liber Decomandat 37mp Intabulat,"Bucuresti, zona Lujerului (Militari)",2,37, 3/10,Dec.,48.000
VANZARE 3 CAMERE DOROBANTI-FLOREASCA//PARCARE SUBTERANA,"Bucuresti, zona Floreasca",3,90, 4/6,Dec.,289.000
De vanzare apartament 2 camere Vitan (Piata Bobocica),"Bucuresti, zona Vitan",2,36,Parter/4,Semidec.,54.800
"Apartament 3 camere Planorama, mobilat/utilat, etaj 1, loc parcare subteran inch","Bucuresti, zona Doamna Ghica (Colentina)",3,69, 1/15,Semidec.,108.900
2 camere bloc boutique- Vitan!,"Bucuresti, zona Vitan",2,57, 2/5,Semidec.,119.000
VANZARE 2 camere rond COSBUC,"Bucuresti, zona Ultracentral",2,52, 1/3,Dec.,72.000
Garsoniera de vanzare! Complex Rezidenţial 2023!,"Bucuresti, zona Fundeni (Colentina)",o,44, 4/4,Dec.,46.200
Apartament 2 camere de vanzare 1 Mai Bulevardul Ion Mihalache Metrou 1 Mai,"Bucuresti, zona 1 Mai",2,49, 3/7,Semidec.,79.000
Apartament modern 2 camere cu centrala termica | MILITARI | PACII,"Bucuresti, zona Păcii (Militari)",2,59, 4/7,Dec.,73.900
2 camere MODERNISTE Piata Alba Iulia,"Bucuresti, zona P-ţa Alba Iulia (Unirii)",2,58, 4/8,Dec.,149.500
De vanzare | Apartament 2 camere mobilat | Bragadiru Cartier Latin,"Bragadiru, zona Sud-Vest",2,68, 4/5,Dec.,79.400
Garsoniera decomandata in bloc nou - Militari Residence,"Bucuresti, Sector 6, zona Militari",o,31, 2/5,Dec.,35.999
Apartament tip Studio Otopeni Ferme etaj 1 -Posibilitate rate*,Otopeni,2,45, 1/3,Semidec.,56.900
2 camere Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,61.52, 7/7,Dec.,64.450
Parter + Mansarda in vila - 243 mp utili - 8 camere - 3 bai - Hala Traian,"Bucuresti, zona Foisorul de Foc (Ferdinand)",8,227,Parter/2,Dec.,340.000
Garsoniera TITAN - Baba Novac - Campia Libertatii - Parc Titan,"Bucuresti, Sector 3, zona Titan",o,41, 9/10,Dec.,57.900
"Militari-Metrou Pacii 8 min._Apartament 2 camere,decomandat,finisaje la alegere!","Bucuresti, Sector 6, zona Militari",2,57, 1/4,Dec.,91.000
Apartament 3 Camere de vanzare 1 Mai Bulevardul Ion Mihalache Piata 1 Mai,"Bucuresti, zona 1 Mai",3,84, 2/10,Dec.,139.000
"2 camere decomandat, bloc din 1981, 55mp, Auchan Titan","Bucuresti, zona Titan",2,51, 5/10,Dec.,68.000
